1;2769.00;10.03;1595.00;small
1;2791.00;10.25;1553.00;small
2;3196.00;10.95;1446.00;small
2;3154.00;10.50;1442.00;small
3;2745.00;11.82;1645.00;small
3;2730.00;13.20;1680.00;small
4;2694.00;9.98;1602.00;small
4;2675.00;9.50;1578.00;small
5;2876.00;9.80;1534.00;small
5;2894.00;9.60;1561.00;small
6;2951.00;9.70;1579.00;small
6;2924.00;10.15;1547.00;small
7;2941.00;10.57;1514.00;big
7;2983.00;10.90;1486.00;big
8;3034.00;9.75;1585.00;big
8;2998.00;9.70;1558.00;small
8;3064.00;10.82;1535.00;small
9;3137.00;9.50;1742.00;small
9;3099.00;9.98;1685.00;small
10;3026.00;10.38;1661.00;small
10;3047.00;10.10;1714.00;small
11;2971.00;12.70;1794.00;big
11;2932.00;14.12;1735.00;big
12;3234.00;10.90;1946.00;small
12;3242.00;10.70;1894.00;small
13;3184.00;9.50;1779.00;big
13;3259.00;9.73;1794.00;big
14;3838.00;10.00;1820.00;big
14;3901.00;9.80;1678.00;big
14;3990.00;10.30;1830.00;big
15;4464.00;9.82;855.00;big
15;4435.00;12.10;973.00;big
16;2822.00;9.50;1652.00;big
16;2788.00;9.50;1716.00;big
17;3444.00;14.90;795.00;big
18;2834.00;9.50;1554.00;small
18;2767.00;9.50;1500.00;small
19;2896.00;10.43;1482.00;big
19;2843.00;9.80;1495.00;big
20;2826.00;10.00;1407.00;big
20;2884.00;9.93;1417.00;big
21;3051.00;12.45;1472.00;big
21;3007.00;15.38;1462.00;big
22;3042.00;11.28;1516.00;small
22;3017.00;11.10;1514.00;small
22;3072.00;11.10;1507.00;small
23;3030.00;12.95;1353.00;small
23;3033.00;12.20;1284.00;small
24;3130.00;12.30;1389.00;small
24;3130.00;11.90;1346.00;small
25;3220.00;9.75;1340.00;small
25;3151.00;10.55;1312.00;small
26;3246.00;9.70;1418.00;small
26;3191.00;10.30;1412.00;small
26;3224.00;9.93;1469.00;small
27;3083.00;10.12;1450.00;small
27;3122.00;9.70;1465.00;small
28;3419.00;11.00;1242.00;small
28;3359.00;9.50;1168.00;small
28;3380.00;11.50;1225.00;small
29;3132.00;9.50;1203.00;big
29;3029.00;9.50;1248.00;big
30;3260.00;9.50;1382.00;big
30;3405.00;9.50;1371.00;big
31;4029.00;11.30;930.00;big
31;4025.00;10.45;816.00;big
32;1155.00;9.50;410.00;big
32;1245.00;9.50;119.00;big
33;688.00;9.90;1911.00;small
33;391.00;9.70;1953.00;small
34;1463.00;12.03;1080.00;big
34;1546.00;9.73;1007.00;big
35;1911.00;9.70;457.00;big
35;1750.00;10.57;150.00;big
35;1917.00;9.80;313.00;big
35;1767.00;10.93;318.00;big
36;2027.00;11.80;1975.00;big
36;2154.00;9.73;1930.00;big
37;3214.00;9.73;1689.00;big
37;3175.00;10.00;1636.00;big
38;3122.00;10.82;1525.00;big
38;3137.00;10.00;1603.00;big
38;3100.00;10.00;1571.00;big
39;3190.00;10.50;1521.00;big
39;3210.00;10.20;1602.00;big
39;3167.00;10.30;1575.00;big
40;3577.00;10.00;1567.00;big
40;3514.00;10.38;1549.00;big
40;3495.00;10.40;1595.00;big
40;3599.00;10.10;1617.00;big
41;2818.00;11.28;1359.00;big
41;2784.00;14.55;1328.00;big
41;2767.00;12.93;1366.00;big
42;2670.00;9.50;1407.00;small
42;2735.00;9.50;1437.00;small
43;2610.00;9.50;1665.00;big
43;2633.00;9.50;1516.00;big
44;2317.00;9.50;1875.00;big
44;2487.00;9.50;1959.00;big
45;2666.00;9.50;1835.00;big
45;2854.00;9.50;1996.00;big
46;3535.00;9.50;1965.00;big
46;3335.00;9.50;1993.00;big
47;2532.00;9.50;1241.00;big
47;2588.00;9.50;1347.00;big
48;2527.00;9.50;1047.00;big
48;2616.00;9.50;1172.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;1900.00;9.50;1925.00;big
50;2077.00;9.50;1726.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1351.00;9.50;1255.00;big
53;1606.00;9.50;1175.00;big
53;1835.00;9.50;1138.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1882.00;9.50;1641.00;big
55;1814.00;9.50;1728.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3881.00;9.50;699.00;big
60;3782.00;9.50;509.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2696.00;9.50;581.00;big
62;2874.00;9.50;404.00;big
63;1815.00;9.50;128.00;big
63;1619.00;9.50;96.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2799.00;9.50;112.00;big
67;2649.00;9.50;149.00;big
68;2795.00;9.50;1263.00;big
68;2874.00;9.50;1316.00;big
69;3325.00;10.70;1228.00;big
69;3228.00;9.50;1207.00;big
70;3611.00;9.50;1293.00;small
70;3574.00;9.50;1384.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4699.00;11.05;1034.00;big
76;4818.00;9.50;1117.00;big
77;4725.00;9.50;1289.00;small
77;4712.00;9.50;1191.00;small
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;4954.00;9.50;1355.00;big
79;4862.00;9.50;1298.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4995.00;9.50;482.00;small
82;4985.00;9.50;434.00;small
83;5421.00;9.50;360.00;big
83;5301.00;9.68;498.00;big
84;5043.00;9.50;764.00;big
84;5168.00;10.62;567.00;big
84;4909.00;9.50;637.00;big
84;5203.00;9.57;738.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5519.00;9.50;154.00;big
86;5251.00;9.50;123.00;big
87;5196.00;9.50;1673.00;big
87;5042.00;12.65;1528.00;big
88;126.00;9.50;1870.00;big
88;5494.00;9.50;1720.00;big
89;901.00;9.50;1366.00;small
89;829.00;9.50;1528.00;small
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4824.00;9.50;499.00;big
91;4883.00;9.50;543.00;big
92;4728.00;9.50;446.00;big
92;4634.00;9.50;393.00;big
93;4795.00;9.50;641.00;big
93;4677.00;14.18;606.00;big
