1;arms_factory;2953.00;10.28;1370.00;0.04;0
1;arms_factory;2948.00;10.82;1371.00;4.17;0
1;arms_factory;2943.00;10.45;1370.00;5.37;0
1;arms_factory;2943.00;10.45;1370.00;3.21;0
1;arms_factory;2951.00;11.18;1362.00;6.23;0
1;arms_factory;2953.00;10.38;1365.00;1.16;0
1;industrial_complex;2946.00;12.23;1365.00;5.28;0
1;industrial_complex;2948.00;10.38;1357.00;0.55;0
1;industrial_complex;2950.00;11.53;1358.00;3.22;0
1;industrial_complex;2952.00;10.32;1371.00;5.88;0
1;industrial_complex;2952.00;10.32;1371.00;3.73;0
1;industrial_complex;2947.00;11.85;1370.00;3.83;0
1;air_base;2952.00;10.80;1364.00;1.67;0
1;naval_base;2948.00;9.50;1351.00;-0.79;5579
1;naval_base;2945.00;9.88;1372.00;-2.60;5555
1;naval_base;2952.00;9.50;1375.00;-3.00;5555
1;bunker;2946.00;9.73;1358.00;0.11;0
1;bunker;2951.00;10.03;1372.00;2.78;0
1;bunker;2944.00;11.25;1368.00;5.44;0
1;coastal_bunker;2949.00;9.50;1351.00;-0.79;0
1;coastal_bunker;2953.00;9.50;1378.00;-3.00;0
1;coastal_bunker;2940.00;9.50;1365.00;-1.19;0
1;dockyard;2946.00;9.50;1352.00;-0.79;0
1;anti_air_building;2946.00;12.65;1366.00;0.62;0
1;anti_air_building;2950.00;11.53;1358.00;1.83;0
1;anti_air_building;2950.00;11.53;1358.00;5.95;0
1;synthetic_refinery;2948.00;9.73;1373.00;2.68;0
1;fuel_silo;2945.00;10.53;1371.00;3.90;0
1;radar_station;2948.00;13.38;1365.00;1.81;0
1;rocket_site;2952.00;11.25;1366.00;4.40;0
1;nuclear_reactor;2952.00;11.25;1366.00;5.96;0
2;arms_factory;3008.00;9.80;1354.00;5.37;0
2;arms_factory;2997.00;10.38;1368.00;3.21;0
2;arms_factory;3011.00;11.13;1358.00;6.23;0
2;arms_factory;2993.00;11.35;1373.00;1.16;0
2;arms_factory;3001.00;9.95;1364.00;5.28;0
2;arms_factory;3010.00;9.70;1351.00;0.55;0
2;industrial_complex;2994.00;10.05;1368.00;3.22;0
2;industrial_complex;3013.00;11.30;1357.00;5.88;0
2;industrial_complex;2991.00;10.35;1371.00;3.73;0
2;industrial_complex;3004.00;10.05;1363.00;3.83;0
2;industrial_complex;3011.00;9.70;1350.00;1.67;0
2;industrial_complex;2991.00;9.70;1366.00;4.33;0
2;air_base;3009.00;10.68;1357.00;0.71;0
2;naval_base;2999.00;9.50;1355.00;-0.46;5656
2;naval_base;3009.00;9.50;1348.00;-0.54;5656
2;naval_base;2998.00;9.50;1356.00;-0.79;5656
2;naval_base;2986.00;9.50;1367.00;-0.79;5579
2;bunker;3011.00;10.48;1354.00;2.17;0
2;bunker;2998.00;9.70;1362.00;4.84;0
2;bunker;3000.00;9.70;1359.00;1.23;0
2;bunker;2988.00;9.70;1370.00;2.78;0
2;bunker;3001.00;10.25;1370.00;0.62;0
2;bunker;3007.00;9.73;1354.00;1.83;0
2;bunker;3002.00;10.00;1366.00;5.95;0
2;coastal_bunker;2992.00;9.50;1362.00;-0.79;0
2;coastal_bunker;3000.00;9.50;1354.00;-0.46;0
2;coastal_bunker;2987.00;9.50;1367.00;-0.79;0
2;coastal_bunker;3011.00;9.50;1348.00;0.14;0
2;dockyard;3003.00;9.50;1353.00;-0.46;0
2;anti_air_building;3013.00;11.30;1357.00;2.34;0
2;anti_air_building;2999.00;10.15;1365.00;0.18;0
2;anti_air_building;3004.00;10.05;1363.00;1.39;0
2;synthetic_refinery;3010.00;9.68;1350.00;4.40;0
2;fuel_silo;2990.00;9.70;1368.00;0.79;0
2;radar_station;3001.00;9.82;1362.00;5.39;0
2;rocket_site;2997.00;10.48;1370.00;0.18;0
2;nuclear_reactor;3001.00;9.82;1362.00;2.85;0
3;arms_factory;2930.00;13.05;1460.00;6.23;0
3;arms_factory;2923.00;14.18;1455.00;1.16;0
3;arms_factory;2926.00;10.57;1462.00;5.28;0
3;arms_factory;2932.00;13.78;1460.00;0.55;0
3;arms_factory;2925.00;14.28;1455.00;3.22;0
3;arms_factory;2928.00;10.82;1462.00;5.88;0
3;industrial_complex;2920.00;13.43;1453.00;3.73;0
3;industrial_complex;2926.00;14.07;1455.00;3.83;0
3;industrial_complex;2925.00;10.53;1463.00;1.67;0
3;industrial_complex;2922.00;14.30;1453.00;4.33;0
3;industrial_complex;2928.00;13.50;1455.00;0.71;0
3;industrial_complex;2927.00;10.90;1465.00;3.73;0
3;air_base;2924.00;14.50;1453.00;0.11;0
3;bunker;2930.00;13.75;1455.00;2.78;0
3;bunker;2928.00;12.82;1459.00;5.44;0
3;bunker;2932.00;13.88;1456.00;2.17;0
3;anti_air_building;2922.00;12.00;1457.00;4.84;0
3;anti_air_building;2934.00;15.30;1453.00;1.23;0
3;anti_air_building;2919.00;11.93;1454.00;2.78;0
3;synthetic_refinery;2923.00;12.75;1457.00;0.62;0
3;fuel_silo;2932.00;14.28;1454.00;1.83;0
3;radar_station;2927.00;13.70;1457.00;5.92;0
3;rocket_site;2925.00;13.68;1457.00;2.68;0
3;nuclear_reactor;2934.00;14.65;1454.00;3.90;0
4;arms_factory;3059.00;10.18;1489.00;5.28;0
4;arms_factory;3065.00;9.90;1487.00;0.55;0
4;arms_factory;3047.00;13.00;1480.00;3.22;0
4;arms_factory;3051.00;11.05;1491.00;5.88;0
4;arms_factory;3042.00;13.28;1478.00;3.73;0
4;arms_factory;3053.00;11.55;1485.00;3.83;0
4;industrial_complex;3064.00;10.43;1485.00;1.67;0
4;industrial_complex;3051.00;12.20;1483.00;4.33;0
4;industrial_complex;3050.00;11.32;1490.00;0.71;0
4;industrial_complex;3040.00;13.60;1476.00;3.73;0
4;industrial_complex;3045.00;12.03;1482.00;0.11;0
4;industrial_complex;3068.00;9.93;1482.00;2.78;0
4;air_base;3050.00;12.75;1481.00;5.44;0
4;bunker;3066.00;9.73;1489.00;2.17;0
4;bunker;3051.00;14.30;1478.00;4.84;0
4;bunker;3064.00;10.03;1487.00;1.23;0
4;bunker;3050.00;12.75;1481.00;2.78;0
4;bunker;3053.00;10.20;1489.00;0.62;0
4;bunker;3059.00;11.43;1478.00;1.83;0
4;bunker;3060.00;10.38;1488.00;5.95;0
4;bunker;3043.00;15.07;1492.00;2.68;0
4;bunker;3066.00;10.15;1481.00;3.90;0
4;bunker;3043.00;12.32;1481.00;1.73;0
4;anti_air_building;3051.00;11.30;1485.00;4.40;0
4;anti_air_building;3052.00;14.18;1478.00;5.96;0
4;anti_air_building;3049.00;11.68;1483.00;2.34;0
4;synthetic_refinery;3048.00;12.73;1490.00;0.18;0
4;fuel_silo;3061.00;10.28;1488.00;1.39;0
4;radar_station;3053.00;12.68;1483.00;6.15;0
4;rocket_site;3048.00;14.07;1477.00;0.79;0
4;nuclear_reactor;3048.00;12.48;1481.00;4.91;0
5;arms_factory;3135.00;10.40;1596.00;3.22;0
5;arms_factory;3120.00;9.90;1593.00;5.88;0
5;arms_factory;3124.00;9.90;1593.00;3.73;0
5;arms_factory;3153.00;10.20;1598.00;3.83;0
5;arms_factory;3129.00;9.88;1588.00;1.67;0
5;arms_factory;3132.00;10.40;1595.00;4.33;0
5;industrial_complex;3157.00;9.80;1602.00;0.71;0
5;industrial_complex;3126.00;9.90;1591.00;3.73;0
5;industrial_complex;3132.00;10.40;1598.00;0.11;0
5;industrial_complex;3149.00;10.38;1593.00;2.78;0
5;industrial_complex;3132.00;10.23;1593.00;5.44;0
5;industrial_complex;3125.00;9.88;1588.00;2.17;0
5;air_base;3150.00;10.32;1596.00;4.84;0
5;bunker;3141.00;10.10;1595.00;1.23;0
5;bunker;3128.00;10.40;1596.00;2.78;0
5;bunker;3159.00;10.10;1598.00;0.62;0
5;bunker;3118.00;9.90;1593.00;1.83;0
5;bunker;3142.00;10.15;1594.00;5.95;0
5;bunker;3105.00;9.80;1600.00;2.68;0
5;bunker;3106.00;9.80;1596.00;3.90;0
5;anti_air_building;3140.00;10.32;1590.00;1.73;0
5;anti_air_building;3117.00;9.90;1595.00;4.40;0
5;anti_air_building;3144.00;10.32;1594.00;5.96;0
5;synthetic_refinery;3141.00;10.40;1592.00;2.34;0
5;fuel_silo;3128.00;10.28;1594.00;0.18;0
5;radar_station;3131.00;10.40;1595.00;3.22;0
5;rocket_site;3139.00;10.35;1595.00;4.40;0
5;nuclear_reactor;3133.00;10.40;1597.00;0.79;0
6;arms_factory;2860.00;10.20;1538.00;3.73;0
6;arms_factory;2867.00;10.10;1538.00;3.83;0
6;arms_factory;2856.00;9.65;1540.00;1.67;0
6;arms_factory;2872.00;9.80;1533.00;4.33;0
6;arms_factory;2850.00;9.70;1534.00;0.71;0
6;arms_factory;2854.00;9.75;1536.00;3.73;0
